"","PrimKey","MoV","Home","teamDayOff_x","teamMin_T6_x","teamPF_T6_x","team3P._T6_x","teamFT._T6_x","teamTREB._T6_x","teamBLKR_T6_x","teamPPS_T6_x","teamEDiff_T6_x","teamAST.TO_T6_x","teamSTL.TO_T6_x","poss_T6_x","teamMin_T6_y","teamPF_T6_y","team3P._T6_y","teamFT._T6_y","teamTREB._T6_y","teamBLKR_T6_y","teamPPS_T6_y","teamEDiff_T6_y","teamAST.TO_T6_y","teamSTL.TO_T6_y","poss_T6_y","teamDayOff_y"
"15","43040BOS",27,1,2,240.166666666667,20.8333333333333,0.36715,0.758066666666667,52.4228,9.16053333333333,1.2372,8.77425,1.39916666666667,63.6179,96.4061166666667,239.166666666667,19.8333333333333,0.326216666666667,0.7178,46.96625,5.0684,1.07066666666667,-11.7167,1.34815,65.9177666666667,95.1806,1
"16","43040MEM",-2,1,2,239.833333333333,22.1666666666667,0.3367,0.800716666666667,48.0994333333333,9.61263333333333,1.29663333333333,4.06526666666667,1.64286666666667,66.0053,95.2375666666667,239.166666666667,23.5,0.443533333333333,0.76385,47.37235,7.64136666666667,1.33453333333333,9.42161666666667,1.80111666666667,61.5117833333333,103.822116666667,2
"17","43040MIN",6,0,2,244.5,18.8333333333333,0.382516666666667,0.802166666666667,48.75545,5.82788333333333,1.29358333333333,-5.60073333333333,1.4041,54.6296333333333,100.27245,240.166666666667,21.8333333333333,0.355433333333333,0.727933333333333,50.9846333333333,8.18866666666666,1.28486666666667,0.671016666666667,1.67636666666667,52.3999833333333,102.1129,2
"18","43040NY",-22,1,2,240.666666666667,22.1666666666667,0.3076,0.734533333333333,53.9385333333333,8.70346666666667,1.20311666666667,0.0734833333333335,1.37896666666667,48.0284666666667,96.6892666666667,239.833333333333,23.3333333333333,0.301583333333333,0.804133333333333,50.3542333333333,15.02035,1.26685,0.419666666666667,1.17888333333333,49.6625166666667,96.9346666666666,2
"19","43040TOR",-18,0,1,239.666666666667,22,0.304016666666667,0.828366666666667,50.45355,11.5779333333333,1.24595,10.3764,1.6212,68.6480333333333,99.9650166666667,238,20,0.3547,0.715833333333333,50.5156166666667,5.84545,1.1893,1.33565,1.89083333333333,65.1289666666667,97.76585,2
"20","43040UTA",9,1,2,240.666666666667,20.1666666666667,0.34765,0.773283333333333,48.5564166666667,14.0049333333333,1.20465,1.77323333333333,1.14685,56.0274333333333,94.4306666666667,240.333333333333,22.8333333333333,0.401383333333333,0.82385,53.1766833333333,10.2847833333333,1.203,2.6459,1.4718,49.44875,96.7808666666667,1
"21","43040DAL",-21,0,2,240.666666666667,18.6666666666667,0.40365,0.75155,48.4840833333333,3.84365,1.19563333333333,-9.87591666666667,1.38073333333333,52.6755833333333,95.9144666666667,241,20.8333333333333,0.381,0.753766666666667,51.4708,7.14215,1.23596666666667,6.75551666666667,1.43868333333333,60.6477666666667,97.5940166666667,2
"22","43041SA",-20,1,3,240,16,0.31185,0.693583333333333,52.7289,9.6166,1.1166,-2.04165,1.46295,53.4145333333333,96.5972666666667,239.833333333333,20.5,0.379716666666667,0.829733333333334,53.2988,17.35075,1.41758333333333,7.73705,1.8589,45.3735166666667,100.005383333333,2
"23","43041LAL",-3,0,2,243.166666666667,22.8333333333333,0.307883333333333,0.7473,50.2079,7.8644,1.19396666666667,-1.22926666666667,1.3552,49.4683166666667,104.170966666667,244.666666666667,22.6666666666667,0.36655,0.81985,51.91125,11.2288833333333,1.18758333333333,-1.82218333333333,1.28661666666667,48.0326166666667,98.5322166666667,1
"24","43042DET",9,1,2,240.333333333333,18,0.335,0.719533333333333,49.2712166666667,4.50091666666667,1.14386666666667,1.73301666666667,1.52771666666667,62.2649666666667,96.1965333333333,240.5,24,0.41715,0.759966666666667,47.3793333333333,7.24065,1.29193333333333,-1.46135,1.74235,49.70085,97.33795,2
"25","43042CHI",22,0,1,239.833333333333,18,0.312216666666667,0.767716666666667,50.5864,7.95396666666667,1.05195,-11.49135,1.35131666666667,35.2375666666667,95.4384833333334,238.666666666667,22.6666666666667,0.427333333333333,0.76225,48.97535,9.64706666666667,1.33238333333333,10.5403166666667,1.74746666666667,58.8602666666667,102.11385,1
"26","43042PHI",11,1,2,239.833333333333,24.5,0.381133333333333,0.657283333333334,52.9743833333333,5.61466666666667,1.23978333333333,-0.373700000000001,1.51533333333333,57.12535,101.712766666667,239,20.3333333333333,0.4419,0.7651,51.8585166666667,5.27355,1.27581666666667,6.68056666666667,1.55246666666667,59.9451833333333,98.9565333333333,2
"27","43042CLE",8,0,2,240.833333333333,17.6666666666667,0.324633333333333,0.743033333333333,48.4332166666667,8.92975,1.258,-12.8327833333333,1.51033333333333,37.0428666666667,98.8384166666667,245.5,21.3333333333333,0.361916666666667,0.76445,48.6658166666667,7.76333333333333,1.27236666666667,4.23843333333333,1.61961666666667,61.9771333333333,101.909083333333,2
"28","43042ATL",-15,1,2,240,22.5,0.380716666666667,0.842016666666667,45.9910333333333,5.17623333333333,1.17526666666667,-8.92901666666667,1.49021666666667,58.80585,99.7652166666667,240.5,22.6666666666667,0.323483333333333,0.79475,49.5926666666667,14.9674333333333,1.27475,1.20536666666667,1.22333333333333,42.99585,98.0445666666666,1
"29","43042PHO",-13,0,2,240.166666666667,25,0.3458,0.8165,51.3012166666667,8.37026666666667,1.28998333333333,-3.98988333333333,1.24378333333333,44.0266,103.484583333333,240.5,21.3333333333333,0.308366666666667,0.767233333333333,53.55975,7.7559,1.20553333333333,0.0308500000000009,1.45891666666667,49.9178166666667,97.2748333333333,1
"30","43042DAL",-5,1,1,240.5,19.1666666666667,0.3893,0.7579,48.6554333333333,5.10151666666667,1.1986,-10.6595666666667,1.39265,55.05655,96.2457166666667,239.833333333333,22.6666666666667,0.324383333333333,0.764716666666667,50.0181,8.9089,1.27523333333333,0.936033333333334,1.6387,55.9603666666667,101.260216666667,2
"31","43042CHA",-7,0,2,240.333333333333,19.1666666666667,0.397816666666667,0.664116666666667,52.2005833333333,8.60781666666667,1.25498333333333,1.3682,1.5624,38.62735,100.016266666667,239.666666666667,15.3333333333333,0.346583333333333,0.7126,52.9769666666667,10.8511666666667,1.13693333333333,-7.15213333333333,1.25083333333333,46.5564666666667,97.1569166666666,1
"32","43042DEN",1,1,2,237.833333333333,20.1666666666667,0.382483333333333,0.725033333333333,49.3977166666667,6.42986666666667,1.24538333333333,1.16688333333333,2.11653333333333,70.3373,99.5376166666667,244.166666666667,22.1666666666667,0.334766666666667,0.78245,49.0170666666667,10.5473666666667,1.2301,-1.0351,1.40713333333333,51.7202,99.3406,2
"33","43042TOR",9,0,2,239.833333333333,23,0.288433333333333,0.780266666666667,48.9921833333333,11.5779333333333,1.22866666666667,4.72018333333333,1.6044,67.17745,100.002433333333,244.5,20.1666666666667,0.354183333333333,0.77955,49.3204833333333,13.7664833333333,1.2021,3.68585,1.13558333333333,57.9697833333333,96.4939,2
